
,,,2011," 2,77,43,338 ","+3,384,339",+13.89," 1,46,39,465 "," 1,31,03,873 "
,,,,,,,,
04,000,Chandigarh,1901," 21,967 ",                   ---,               ---," 12,402 "," 9,565 "
,,,1911," 18,437 ","-3,530",-16.07," 10,717 "," 7,720 "
,,,1921," 18,133 ",-304,-1.65," 10,405 "," 7,728 "
,,,1931," 19,783 ","+1,650",+9.10," 11,300 "," 8,483 "
,,,1941," 22,574 ","+2,791",+14.11," 12,807 "," 9,767 "
,,,1951," 24,261 ","+1,687",+7.47," 13,623 "," 10,638 "
,,,1961," 1,19,881 ","+95,620",+394.13," 72,576 "," 47,305 "
,,,1971," 2,57,251 ","+137,370",+114.59," 1,47,080 "," 1,10,171 "
,,,1981," 4,51,610 ","+194,359",+75.55," 2,55,278 "," 1,96,332 "
,,,1991," 6,42,015 ","+190,405",+42.16," 3,58,614 "," 2,83,401 "
,,,2001," 9,00,635 ","+258,620",+40.28," 5,06,938 "," 3,93,697 "
,,,2011," 10,55,450 ","+154,815",+17.19," 5,80,663 "," 4,74,787 "
,,,,,,,,
05,000,Uttarakhand,1901," 19,79,866 ",                   ---,               ---," 10,32,166 "," 9,47,700 "
,,,1911," 21,42,258 ","+162,392",+8.20," 11,23,165 "," 10,19,093 "
,,,1921," 21,15,984 ","-26,274",-1.23," 11,04,586 "," 10,11,398 "
,,,1931," 23,01,019 ","+185,035",+8.74," 12,02,594 "," 10,98,425 "
,,,1941," 26,14,540 ","+313,521",+13.63," 13,71,233 "," 12,43,307 "
,,,1951," 29,45,929 ","+331,389",+12.67," 15,18,844 "," 14,27,085 "
,,,1961," 36,10,938 ","+665,009",+22.57," 18,54,269 "," 17,56,669 "
,,,1971," 44,92,724 ","+881,786",+24.42," 23,15,453 "," 21,77,271 "
,,,1981," 57,25,972 ","+1,233,248",+27.45," 29,57,847 "," 27,68,125 "
,,,1991," 70,50,634 ","+1,324,662",+23.13," 36,40,895 "," 34,09,739 "
,,,2001,"84,89,349","+1,438,715",+20.41,"43,25,924","41,63,425"
,,,2011," 1,00,86,292 ","+1,596,943",+18.81," 51,37,773 "," 49,48,519 "
,,,,,,,,
06,000,Haryana,1901," 46,23,064 ",                   ---,               ---," 24,76,390 "," 21,46,674 "
,,,1911," 41,74,677 ","-4,48,387",-9.70," 22,74,909 "," 18,99,768 "
,,,1921," 42,55,892 "," +81,215 ",+1.95," 23,07,985 "," 19,47,907 "
,,,1931," 45,59,917 "," +304,025 ",+7.14," 24,73,228 "," 20,86,689 "
,,,1941," 52,72,829 "," +712,912 ",+15.63," 28,21,783 "," 24,51,046 "
,,,1951," 56,73,597 "," +400,768 ",+7.60," 30,31,612 "," 26,41,985 "
,,,1961," 75,90,524 "," +1,916,927 ",+33.79," 40,62,787 "," 35,27,737 "
,,,1971," 1,00,36,431 "," +2,445,907 ",+32.22," 53,77,044 "," 46,59,387 "
,,,1981," 1,29,22,119 "," +2,885,688 ",+28.75," 69,09,679 "," 60,12,440 "
,,,1991," 1,64,63,648 "," +3,541,529 ",+27.41," 88,27,474 "," 76,36,174 "
,,,2001," 2,11,44,564 "," +4,680,916 ",+28.43," 1,13,63,953 "," 97,80,611 "
,,,2011," 2,53,51,462 "," +4,206,898 ",+19.90," 1,34,94,734 "," 1,18,56,728 "
,,,,,,,,
07,000,NCT OF Delhi,1901," 4,05,819 ",                   ---,               ---," 2,17,921 "," 1,87,898 "
,,,1911," 4,13,851 "," +8,032 ",+1.98," 2,30,865 "," 1,82,986 "
,,,1921," 4,88,452 "," +74,601 ",+18.03," 2,81,777 "," 2,06,675 "
,,,1931," 6,36,246 "," +147,794 ",+30.26," 3,69,497 "," 2,66,749 "
,,,1941," 9,17,939 "," +281,693 ",+44.27," 5,35,236 "," 3,82,703 "
,,,1951," 17,44,072 "," +826,133 ",+90.00," 9,86,538 "," 7,57,534 "
,,,1961," 26,58,612 "," +914,540 ",+52.44," 14,89,378 "," 11,69,234 "
,,,1971," 40,65,698 "," +1,407,086 ",+52.93," 22,57,515 "," 18,08,183 "
,,,1981," 62,20,406 "," +2,154,708 ",+53.00," 34,40,081 "," 27,80,325 "
,,,1991," 94,20,644 "," +3,200,238 ",+51.45," 51,55,512 "," 42,65,132 "
,,,2001," 1,38,50,507 "," +4,429,863 ",+47.02," 76,07,234 "," 62,43,273 "
,,,2011," 1,67,87,941 "," +2,937,434 ",+21.21," 89,87,326 "," 78,00,615 "
,,,,,,,,
08,000,Rajasthan,1901," 1,02,94,090 ",                   ---,               ---," 54,03,989 "," 48,90,101 "
,,,1911," 1,09,83,509 "," +689,419 ",+6.70," 57,56,206 "," 52,27,303 "
,,,1921," 1,02,92,648 "," -690,861 ",-6.29," 54,29,378 "," 48,63,270 "
,,,1931," 1,17,47,974 "," +1,455,326 ",+14.14," 61,60,610 "," 55,87,364 "
,,,1941," 1,38,63,859 "," +2,115,885 ",+18.01," 72,74,679 "," 65,89,180 "
,,,1951," 1,59,70,774 "," +2,106,915 ",+15.20," 83,13,883 "," 76,56,891 "
,,,1961," 2,01,55,602 "," +4,184,828 ",+26.20," 1,05,64,082 "," 95,91,520 "
,,,1971," 2,57,65,806 "," +5,610,204 ",+27.83," 1,34,84,383 "," 1,22,81,423 "
,,,1981," 3,42,61,862 "," +8,496,056 ",+32.97," 1,78,54,154 "," 1,64,07,708 "
,,,1991," 4,40,05,990 "," +9,744,128 ",+28.44," 2,30,42,780 "," 2,09,63,210 "
,,,2001," 5,65,07,188 "," +12,501,198 ",+28.41," 2,94,20,011 "," 2,70,87,177 "
,,,2011," 6,85,48,437 "," +12,041,249 ",+21.31," 3,55,50,997 "," 3,29,97,440 "
,,,,,,,,
09,000,Uttar Pradesh,1901," 4,66,47,804 ",                   ---,               ---," 2,40,66,836 "," 2,25,80,968 "
,,,1911," 4,60,12,663 ","-6,35,141",-1.36," 2,40,21,001 "," 2,19,91,662 "
,,,1921," 4,45,56,427 ","-14,56,236",-3.16," 2,33,47,896 "," 2,12,08,531 "
,,,1931," 4,74,78,533 ","+2,922,106",+6.56," 2,49,45,773 "," 2,25,32,760 "
,,,1941," 5,39,20,630 ","+6,442,097",+13.57," 2,82,69,504 "," 2,56,51,126 "
,,,1951," 6,02,73,743 ","+6,353,113",+11.78," 3,15,81,889 "," 2,86,91,854 "
,,,1961," 7,01,43,635 ","+9,869,892",+16.38," 3,67,84,048 "," 3,33,59,587 "
,,,1971," 8,38,48,797 ","+13,705,162",+19.54," 4,47,01,182 "," 3,91,47,615 "
,,,1981," 10,51,36,540 ","+21,287,743",+25.39," 5,58,61,688 "," 4,92,74,852 "
,,,1991," 13,20,61,653 ","+26,925,113",+25.61," 7,03,96,062 "," 6,16,65,591 "
,,,2001," 16,61,97,921 ","+34,136,268",+25.85," 8,75,65,369 "," 7,86,32,552 "
,,,2011," 19,98,12,341 ","+33,614,420",+20.23," 10,44,80,510 "," 9,53,31,831 "
,,,,,,,,
10,000,Bihar,1901," 2,12,43,632 ",                   ---,               ---," 1,03,08,300 "," 1,09,35,332 "
,,,1911," 2,15,67,159 ","+323,527",+1.52," 1,05,16,050 "," 1,10,51,109 "
,,,1921," 2,13,58,905 ","-208,254",-0.97," 1,05,73,105 "," 1,07,85,800 "
,,,1931," 2,34,38,371 ","+2,079,466",+9.74," 1,17,48,053 "," 1,16,90,318 "
,,,1941," 2,63,02,771 ","+2,864,400",+12.22," 1,31,38,759 "," 1,31,64,012 "
,,,1951," 2,90,85,017 ","+2,782,246",+10.58," 1,45,45,921 "," 1,45,39,096 "
,,,1961," 3,48,40,968 ","+5,755,951",+19.79," 1,73,75,442 "," 1,74,65,526 "
,,,1971," 4,21,26,236 ","+7,285,268",+20.91," 2,15,30,724 "," 2,05,95,512 "
,,,1981," 5,23,02,665 ","+10,176,429",+24.16," 2,68,50,116 "," 2,54,52,549 "
,,,1991," 6,45,30,554 ","+12,227,889",+23.38," 3,38,38,238 "," 3,06,92,316 "
,,,2001," 8,29,98,509 ","+18,467,955",+28.62," 4,32,43,795 "," 3,97,54,714 "
,,,2011," 10,40,99,452 ","+21,100,943",+25.42," 5,42,78,157 "," 4,98,21,295 "
,,,,,,,,
11,000,Sikkim,1901," 59,014 ",                   ---,               ---," 30,795 "," 28,219 "
,,,1911," 87,920 ","+28,906",+48.98," 45,059 "," 42,861 "
,,,1921," 81,721 ","-6,199",-7.05," 41,492 "," 40,229 "
,,,1931," 1,09,808 ","+28,087",+34.37," 55,825 "," 53,983 "
,,,1941," 1,21,520 ","+11,712",+10.67," 63,289 "," 58,231 "
,,,1951," 1,37,725 ","+16,205",+13.34," 72,210 "," 65,515 "
,,,1961," 1,62,189 ","+24,464",+17.76," 85,193 "," 76,996 "
,,,1971," 2,09,843 ","+47,654",+29.38," 1,12,662 "," 97,181 "
,,,1981," 3,16,385 ","+106,542",+50.77," 1,72,440 "," 1,43,945 "
,,,1991," 4,06,457 ","+90,072",+28.47," 2,16,427 "," 1,90,030 "
,,,2001," 5,40,851 ","1,34,394",+33.06," 2,88,484 "," 2,52,367 "
,,,2011," 6,10,577 ","+69,726",+12.89," 3,23,070 "," 2,87,507 "
,,,,,,,,
12,000,Arunachal Pradesh *,1901,N.A,-,-,N.A.,N.A.
,,,1911,N.A,N.A,N.A,N.A.,N.A.
,,,1921,N.A,N.A,N.A,N.A.,N.A.
,,,1931,N.A,N.A,N.A,N.A.,N.A.
,,,1941,N.A,N.A,N.A,N.A.,N.A.
,,,1951,N.A,N.A,N.A,N.A.,N.A.
,,,1961," 3,36,558 ",N.A,N.A," 1,77,680 "," 1,58,878 "
,,,1971," 4,67,511 ","+130,953",+38.91," 2,51,231 "," 2,16,280 "
,,,1981," 6,31,839 ","+164,328",+35.15," 3,39,322 "," 2,92,517 "
,,,1991," 8,64,558 ","+232,719",+36.83," 4,65,004 "," 3,99,554 "
,,,2001," 10,97,968 ","+233,410",+27.00," 5,79,941 "," 5,18,027 "
,,,2011," 13,83,727 ","+285,759",+26.03," 7,13,912 "," 6,69,815 "
,,,,,,,,
13,000,Nagaland   ^,1901," 1,01,550 ",                   ---,               ---," 51,473 "," 50,077 "
,,,1911," 1,49,038 ","+47,488",+46.76," 74,796 "," 74,242 "
,,,1921," 1,58,801 ","+9,763",+6.55," 79,738 "," 79,063 "
,,,1931," 1,78,844 ","+20,043",+12.62," 89,536 "," 89,308 "
,,,1941," 1,89,641 ","+10,797",+6.04," 93,831 "," 95,810 "
,,,1951," 2,12,975 ","+16,309",+8.60," 1,06,551 "," 1,06,424 "
,,,1961," 3,69,200 ","+28,975",+14.07," 1,91,027 "," 1,78,173 "
,,,1971," 5,16,449 ","+147,249",+39.88," 2,76,084 "," 2,40,365 "
,,,1981," 7,74,930 ","+258,481",+50.05," 4,15,910 "," 3,59,020 "
,,,1991," 12,09,546 ","+434,616",+56.08," 6,41,282 "," 5,68,264 "
,,,2001," 19,90,036 ","+780,490",+64.53," 10,47,141 "," 9,42,895 "
,,,2011," 19,78,502 ","-11,534",-0.58," 10,24,649 "," 9,53,853 "
,,,,,,,,
14,000,Manipur,1901," 2,84,465 ",                   ---,               ---," 1,39,632 "," 1,44,833 "
,,,1911," 3,46,222 ","+61,757",+21.71," 1,70,666 "," 1,75,556 "
,,,1921," 3,84,016 ","+37,794",+10.92," 1,88,119 "," 1,95,897 "
,,,1931," 4,45,606 ","+61,590",+16.04," 2,15,815 "," 2,29,791 "
,,,1941," 5,12,069 ","+66,463",+14.92," 2,49,183 "," 2,62,886 "
,,,1951," 5,77,635 ","+65,566",+12.80," 2,83,685 "," 2,93,950 "
,,,1961," 7,80,037 ","+202,402",+35.04," 3,87,058 "," 3,92,979 "
,,,1971," 10,72,753 ","+292,716",+37.53," 5,41,675 "," 5,31,078 "
,,,1981," 14,20,953 ","+348,200",+32.46," 7,21,006 "," 6,99,947 "
,,,1991," 18,37,149 ","+416,196",+29.29," 9,38,359 "," 8,98,790 "
,,,      2001 ++," 22,93,896 ","+456,747",+24.86," 11,61,952 "," 11,31,944 "
,,,2011," 28,55,794 ", +561898 ,+24.50," 14,38,586 "," 14,17,208 "
,,,,,,,,
15,000,Mizoram,1901," 82,434 ",                   ---,               ---," 39,004 "," 43,430 "
,,,1911," 91,204 ","+8,770",+10.64," 43,028 "," 48,176 "
,,,1921," 98,406 ","+7,202",+7.90," 46,652 "," 51,754 "
,,,1931," 1,24,404 ","+25,998",+26.42," 59,186 "," 65,218 "
,,,1941," 1,52,786 ","+28,382",+22.81," 73,855 "," 78,931 "
,,,1951," 1,96,202 ","+43,416",+28.42," 96,136 "," 1,00,066 "
,,,1961," 2,66,063 ","+69,861",+35.61," 1,32,465 "," 1,33,598 "
,,,1971," 3,32,390 ","+66,327",+24.93," 1,70,824 "," 1,61,566 "
,,,1981," 4,93,757 ","+161,367",+48.55," 2,57,239 "," 2,36,518 "
,,,1991," 6,89,756 ","+195,999",+39.70," 3,58,978 "," 3,30,778 "
,,,2001," 8,88,573 ","+198,817",+28.82," 4,59,109 "," 4,29,464 "
,,,2011," 10,97,206 ","+208,633",+23.48," 5,55,339 "," 5,41,867 "
,,,,,,,,
16,000,Tripura,1901," 1,73,325 ",                   ---,               ---," 92,495 "," 80,830 "
,,,1911," 2,29,613 ","+56,288",+32.48," 1,21,820 "," 1,07,793 "
,,,1921," 3,04,437 ","+74,824",+32.59," 1,61,515 "," 1,42,922 "
,,,1931," 3,82,450 ","+78,013",+25.63," 2,02,932 "," 1,79,518 "
,,,1941," 5,13,010 ","+130,560",+34.14," 2,72,025 "," 2,40,985 "
,,,1951," 6,39,029 ","+126,019",+24.56," 3,35,589 "," 3,03,440 "
,,,1961," 11,42,005 ","+502,976",+78.71," 5,91,237 "," 5,50,768 "
,,,1971," 15,56,342 ","+414,337",+36.28," 8,01,126 "," 7,55,216 "
,,,1981," 20,53,058 ","+496,716",+31.92," 10,54,846 "," 9,98,212 "
,,,1991," 27,57,205 ","+704,147",+34.30," 14,17,930 "," 13,39,275 "
,,,2001," 31,99,203 ","+441,998",+16.03," 16,42,225 "," 15,56,978 "
,,,2011," 36,73,917 ","+474,714",+14.84," 18,74,376 "," 17,99,541 "
,,,,,,,,
17,000,Meghalaya,1901," 3,40,524 ",                   ---,               ---," 1,67,256 "," 1,73,268 "
,,,1911," 3,94,005 ","+53,481",+15.71," 1,95,706 "," 1,98,299 "
,,,1921," 4,22,403 ","+28,398",+7.21," 2,11,216 "," 2,11,187 "
,,,1931," 4,80,837 ","+58,434",+13.83," 2,43,993 "," 2,36,844 "
,,,1941," 5,55,820 ","+74,983",+15.59," 2,82,666 "," 2,73,154 "
,,,1951," 6,05,674 ","+49,854",+8.97," 3,10,706 "," 2,94,968 "
,,,1961," 7,69,380 ","+163,706",+27.03," 3,97,288 "," 3,72,092 "
,,,1971," 10,11,699 ","+242,319",+31.50," 5,20,967 "," 4,90,732 "
,,,1981," 13,35,819 ","+324,120",+32.04," 6,83,710 "," 6,52,109 "
,,,1991," 17,74,778 ","+438,959",+32.86," 9,07,687 "," 8,67,091 "
,,,2001," 23,18,822 ","+544,044",+30.65," 11,76,087 "," 11,42,735 "
,,,2011," 29,66,889 ","+648,067",+27.95," 14,91,832 "," 14,75,057 "
,,,,,,,,
18,000,Assam,1901," 32,89,680 ",                   ---,               ---," 17,14,316 "," 15,75,364 "
,,,1911," 38,48,617 "," +558,937 ",+16.99," 20,10,211 "," 18,38,406 "
,,,1921," 46,36,980 "," +788,363 ",+20.48," 24,45,300 "," 21,91,680 "
,,,1931," 55,60,371 "," +923,391 ",+19.91," 29,66,568 "," 25,93,803 "
,,,1941," 66,94,790 "," +1,134,419 ",+20.40," 35,69,762 "," 31,25,028 "
,,,1951," 80,28,856 "," +1,334,066 ",+19.93," 42,98,773 "," 37,30,083 "
,,,1961," 1,08,37,329 "," +2,808,473 ",+34.98," 57,98,376 "," 50,38,953 "
,,,1971," 1,46,25,152 "," +3,787,823 ",+34.95," 77,14,240 "," 69,10,912 "
,,,   1981 #," 1,80,41,248 "," +3,416,096 ",+23.36," 94,44,037 "," 85,97,211 "
,,,1991," 2,24,14,322 "," +4,373,074 ",+24.24," 1,16,57,989 "," 1,07,56,333 "
,,,2001," 2,66,55,528 "," +4,241,206 ",+18.92," 1,37,77,037 "," 1,28,78,491 "
,,,2011," 3,12,05,576 "," +4,550,048 ",+17.07," 1,59,39,443 "," 1,52,66,133 "
,,,,,,,,
19,000,West Bengal,1901," 1,69,40,088 ",                   ---,               ---," 87,08,978 "," 82,31,110 "
,,,1911," 1,79,98,769 ","+1,058,681",+6.25," 93,49,419 "," 86,49,350 "
,,,1921," 1,74,74,348 ","-5,24,421",-2.91," 91,73,148 "," 83,01,200 "
,,,1931," 1,88,97,036 ","+1,422,688",+8.14," 99,97,035 "," 89,00,001 "
,,,1941," 2,32,29,552 ","+4,332,516",+22.93," 1,25,45,269 "," 1,06,84,283 "
,,,1951," 2,62,99,980 ","+3,070,428",+13.22," 1,41,05,519 "," 1,21,94,461 "
,,,1961," 3,49,26,279 ","+8,626,299",+32.80," 1,85,99,144 "," 1,63,27,135 "
,,,1971," 4,43,12,011 ","+9,385,732",+26.87," 2,34,35,987 "," 2,08,76,024 "
,,,1981," 5,45,80,647 ","+10,268,636",+23.17," 2,85,60,901 "," 2,60,19,746 "
,,,1991," 6,80,77,965 ","+13,497,318",+24.73," 3,55,10,633 "," 3,25,67,332 "
,,,2001," 8,01,76,197 ","+12,098,232",+17.77," 4,14,65,985 "," 3,87,10,212 "
,,,2011," 9,12,76,115 ","+11,099,918",+13.84," 4,68,09,027 "," 4,44,67,088 "
,,,,,,,,
20,000,Jharkhand,1901," 60,68,233 ",                   ---,               ---," 29,85,966 "," 30,82,267 "
,,,1911," 67,47,122 ","+678,889",+11.19," 33,38,629 "," 34,08,493 "
,,,1921," 67,67,770 ","+20,648",+0.31," 33,80,905 "," 33,86,865 "
,,,1931," 79,08,737 ","+1,140,967",+16.86," 39,76,450 "," 39,32,287 "
,,,1941," 88,68,069 ","+959,332",+12.13," 44,83,780 "," 43,84,289 "
,,,1951," 96,97,254 ","+829,185",+9.35," 49,44,043 "," 47,53,211 "
,,,1961," 1,16,06,489 ","+1909,235",+19.69," 59,21,901 "," 56,84,588 "
,,,1971," 1,42,27,133 ","+2,620,644",+22.58," 73,16,220 "," 69,10,913 "
,,,1981," 1,76,12,069 ","+3,384,936",+23.79," 90,80,444 "," 85,31,625 "
,,,1991," 2,18,43,911 ","+4,231,842",+24.03," 1,13,63,853 "," 1,04,80,058 "
,,,2001," 2,69,45,829 ","+5,101,918",+23.36," 1,38,85,037 "," 1,30,60,792 "
,,,2011," 3,29,88,134 ","+6,042,305",+22.42," 1,69,30,315 "," 1,60,57,819 "
,,,,,,,,
21,000,Odisha,1901," 1,03,02,917 ",                   ---,               ---," 50,58,100 "," 52,44,817 "
,,,1911," 1,13,78,875 ","+1,075,958",+10.44," 55,35,632 "," 58,43,243 "
,,,1921," 1,11,58,586 ","-220,289",-1.94," 53,50,227 "," 58,08,359 "
,,,1931," 1,24,91,056 ","+1,332,470",+11.94," 60,42,255 "," 64,48,801 "
,,,1941," 1,37,67,988 ","+1,276,932",+10.22," 67,06,487 "," 70,61,501 "
,,,1951," 1,46,45,946 ","+877,958",+6.38," 72,42,892 "," 74,03,054 "
,,,1961," 1,75,48,846 ","+2,902,900",+19.82," 87,70,586 "," 87,78,260 "
,,,1971," 2,19,44,615 ","+4,395,769",+25.05," 1,10,41,083 "," 1,09,03,532 "
,,,1981," 2,63,70,271 ","+4,425,656",+20.17," 1,33,09,786 "," 1,30,60,485 "
,,,1991," 3,16,59,736 ","+5,289,465",+20.06," 1,60,64,146 "," 1,55,95,590 "
,,,2001," 3,68,04,660 ","+5,144,924",+16.25," 1,86,60,570 "," 1,81,44,090 "
,,,2011," 4,19,74,218 ","+5,169,558",+14.05," 2,12,12,136 "," 2,07,62,082 "
,,,,,,,,
22,000,Chhattisgarh,1901," 41,81,554 ",                   ---,               ---," 20,43,375 "," 21,38,179 "
,,,1911," 51,91,583 ","+1,010,029",+24.15," 25,45,887 "," 26,45,696 "
,,,1921," 52,64,976 ","+73,393",+1.41," 25,79,793 "," 26,85,183 "
,,,1931," 60,28,778 ","+763,802",+14.51," 29,51,046 "," 30,77,732 "
,,,1941," 68,14,886 ","+786,108",+13.04," 33,54,378 "," 34,60,508 "
,,,1951," 74,56,706 ","+641,820",+9.42," 36,83,282 "," 37,73,424 "
,,,1961," 91,54,498 ","+1,697,792",+22.77," 45,58,098 "," 45,96,400 "
,,,1971," 1,16,37,494 ","+2,482,996",+27.12," 58,25,084 "," 58,12,410 "
,,,1981," 1,40,10,337 ","+2,372,843",+20.39," 70,19,698 "," 69,90,639 "
,,,1991," 1,76,14,928 ","+3,604,591",+25.73," 88,72,620 "," 87,42,308 "
,,,2001," 2,08,33,803 ","+3,218,875",+18.27," 1,04,74,218 "," 1,03,59,585 "
,,,2011," 2,55,45,198 ","+4,711,395",+22.61," 1,28,32,895 "," 1,27,12,303 "
,,,,,,,,
23,000,Madhya Pradesh   $$,1901," 1,26,79,214 ",                   ---,               ---," 64,29,374 "," 62,49,840 "
,,,1911," 1,42,49,382 ","+1,570,168",+12.38," 72,45,404 "," 70,03,978 "
,,,1921," 1,39,06,774 ","-342,608",-2.40," 71,33,621 "," 67,73,153 "
,,,1931," 1,53,26,879 ","+1,420,105",+10.21," 78,71,541 "," 74,55,338 "
,,,1941," 1,71,75,722 ","+1,848,843",+12.06," 88,25,634 "," 83,50,088 "
,,,1951," 1,86,14,931 ","+1,439,209",+8.38," 95,71,722 "," 90,43,209 "
,,,1961," 2,32,17,910 ","+4,602,979",+24.73," 1,20,20,106 "," 1,11,97,804 "
,,,1971," 3,00,16,625 ","+6,798,715",+29.28," 1,56,30,250 "," 1,43,86,375 "
,,,1981," 3,81,68,507 ","+8,151,882",+27.16," 1,98,66,607 "," 1,83,01,900 "
,,,1991," 4,85,66,242 ","+10,397,735",+27.24," 2,53,94,673 "," 2,31,71,569 "
,,,2001," 6,03,48,023 ","+11,781,781",+24.26," 3,14,43,652 "," 2,89,04,371 "
,,,2011," 7,26,26,809 ","+12,278,786",+20.35," 3,76,12,306 "," 3,50,14,503 "
,,,,,,,,
24,000,Gujarat,1901," 90,94,748 ",                   ---,               ---," 46,54,875 "," 44,39,873 "
,,,1911," 98,03,587 "," +708,839 ",+7.79," 50,37,852 "," 47,65,735 "
,,,1921," 1,01,74,989 "," +371,402 ",+3.79," 52,33,462 "," 49,41,527 "
,,,1931," 1,14,89,828 "," +1,314,839 ",+12.92," 59,06,646 "," 55,83,182 "
,,,1941," 1,37,01,551 "," +2,211,723 ",+19.25," 70,60,352 "," 66,41,199 "
,,,1951," 1,62,62,657 "," +2,561,106 ",+18.69," 83,31,922 "," 79,30,735 "
,,,1961," 2,06,33,350 "," +4,370,693 ",+26.88," 1,06,33,902 "," 99,99,448 "
,,,1971," 2,66,97,475 "," +6,064,125 ",+29.39," 1,38,02,494 "," 1,28,94,981 "
,,,1981," 3,40,85,799 "," +7,388,324 ",+27.67," 1,75,52,640 "," 1,65,33,159 "
